op_id,airport_code,date,total_departures,total_arrivals,cancelled_flights,diverted_flights,avg_dep_delay_min,avg_arr_delay_min,on_time_pct,capacity_utilization_pct,ground_stops,gate_holds,runway_closures
OP0001306,DFW,2023-07-30,783,778,11,1,11.8,12.8,73.9,89.9,0,3,0
OP0001307,DFW,2023-07-31,817,810,13,2,9.3,10.7,82.3,82.9,0,4,0
OP0001308,DFW,2023-08-01,708,713,8,2,17.5,17.3,70.3,84.3,0,2,0
OP0001309,DFW,2023-08-02,707,709,8,2,7.4,8.5,81.3,88.5,0,1,0
OP0001310,DFW,2023-08-03,730,722,7,4,14.2,14.7,74.2,89.6,0,2,0
OP0001311,DFW,2023-08-04,788,789,10,2,17.8,16.0,66.6,86.6,0,0,0
OP0001312,DFW,2023-08-05,751,747,7,1,24.5,24.0,52.5,81.6,0,1,0
OP0001313,DFW,2023-08-06,760,752,12,0,9.4,12.0,84.5,90.4,0,1,0
OP0001314,DFW,2023-08-07,695,686,15,1,20.1,21.0,60.6,89.9,0,2,0
OP0001315,DFW,2023-08-08,665,662,7,2,12.4,16.3,75.7,86.5,0,0,0
OP0001316,DFW,2023-08-09,727,730,7,1,12.1,12.8,79.9,87.5,0,0,0
OP0001317,DFW,2023-08-10,701,693,10,1,14.4,17.8,69.8,85.8,0,2,0
OP0001318,DFW,2023-08-11,820,819,8,2,17.4,17.5,63.0,89.3,0,0,0
OP0001319,DFW,2023-08-12,762,769,9,2,23.4,27.2,61.0,90.9,0,2,0
OP0001320,DFW,2023-08-13,790,785,13,1,6.8,8.5,87.4,93.6,0,2,0
OP0001321,DFW,2023-08-14,669,676,9,2,14.2,16.4,73.5,92.0,0,0,0
OP0001322,DFW,2023-08-15,745,752,2,1,12.4,16.7,80.7,90.0,0,1,0
OP0001323,DFW,2023-08-16,785,789,17,2,12.9,18.4,77.4,91.1,0,1,0
OP0001324,DFW,2023-08-17,766,776,17,2,8.0,10.3,94.0,89.6,0,1,0
OP0001325,DFW,2023-08-18,786,790,13,3,9.3,11.2,78.6,88.3,0,0,0
OP0001326,DFW,2023-08-19,748,745,15,3,14.4,20.7,74.9,92.3,0,2,0
OP0001327,DFW,2023-08-20,790,792,12,2,18.2,18.7,68.1,93.9,0,1,0
OP0001328,DFW,2023-08-21,695,702,16,1,10.2,16.6,84.3,93.0,0,0,0
OP0001329,DFW,2023-08-22,735,734,5,2,17.4,19.8,62.2,87.0,0,0,0
OP0001330,DFW,2023-08-23,701,693,9,2,13.5,17.6,79.8,86.8,0,1,0
OP0001331,DFW,2023-08-24,624,633,6,1,10.8,11.5,80.6,87.9,0,1,0
OP0001332,DFW,2023-08-25,762,756,14,1,11.5,16.0,86.4,94.5,0,2,0
OP0001333,DFW,2023-08-26,764,772,15,0,11.5,15.5,77.1,86.5,0,0,0
OP0001334,DFW,2023-08-27,762,768,16,2,12.5,16.7,78.1,88.9,0,0,0
OP0001335,DFW,2023-08-28,671,662,10,2,7.3,10.6,85.5,86.2,0,0,0
OP0001336,DFW,2023-08-29,729,719,12,1,20.4,25.1,70.8,88.5,0,2,0
OP0001337,DFW,2023-08-30,672,670,13,1,12.9,12.3,78.2,87.1,0,2,0
OP0001338,DFW,2023-08-31,690,685,18,1,22.5,25.9,60.6,86.6,0,0,0
OP0001339,DFW,2023-09-01,762,759,9,4,10.0,12.0,81.5,87.4,0,0,0
OP0001340,DFW,2023-09-02,772,766,14,3,11.1,12.1,82.5,95.8,0,0,0
OP0001341,DFW,2023-09-03,724,720,7,2,3.1,8.7,92.0,95.6,0,1,0
OP0001342,DFW,2023-09-04,688,698,10,2,6.2,12.2,91.6,93.1,0,0,0
OP0001343,DFW,2023-09-05,719,716,11,2,3.3,7.4,94.2,84.7,0,1,0
OP0001344,DFW,2023-09-06,724,732,9,2,5.6,10.2,90.3,87.9,0,1,1
OP0001345,DFW,2023-09-07,704,704,5,2,8.1,10.8,81.5,86.1,0,2,0
OP0001346,DFW,2023-09-08,804,807,11,1,8.0,8.3,88.8,85.3,0,0,0
OP0001347,DFW,2023-09-09,816,813,8,3,11.2,13.5,81.3,88.5,0,0,0
OP0001348,DFW,2023-09-10,826,821,12,2,12.7,14.4,77.3,87.4,0,0,0
OP0001349,DFW,2023-09-11,670,669,6,2,6.5,9.8,88.1,88.7,0,2,0
OP0001350,DFW,2023-09-12,668,659,7,1,15.5,20.2,69.7,85.8,0,1,0
OP0001351,DFW,2023-09-13,646,637,12,1,13.2,13.2,78.7,87.4,0,2,0
OP0001352,DFW,2023-09-14,752,745,15,3,13.8,14.4,72.4,88.9,0,2,0
OP0001353,DFW,2023-09-15,767,776,1,2,9.5,12.0,83.7,91.5,0,2,0
OP0001354,DFW,2023-09-16,765,760,0,1,0,5.0,99,83.7,0,0,0
OP0001355,DFW,2023-09-17,734,741,6,2,5.6,7.5,95.4,86.0,0,0,0
OP0001356,DFW,2023-09-18,686,683,2,1,12.6,14.5,80.9,94.0,0,1,1
OP0001357,DFW,2023-09-19,727,725,13,1,10.8,11.3,81.4,91.2,0,1,0
OP0001358,DFW,2023-09-20,668,661,9,0,2.0,8.2,97.0,86.2,0,2,0
OP0001359,DFW,2023-09-21,716,714,11,1,22.9,23.7,55.6,83.6,0,1,1
OP0001360,DFW,2023-09-22,773,777,11,1,6.8,10.2,80.6,82.8,0,0,0
OP0001361,DFW,2023-09-23,758,759,14,3,3.7,5.1,92.4,84.2,0,2,0
OP0001362,DFW,2023-09-24,748,747,10,1,11.7,16.4,80.6,83.2,0,2,0
OP0001363,DFW,2023-09-25,644,639,9,2,5.2,6.8,94.0,90.4,0,2,0
OP0001364,DFW,2023-09-26,677,667,3,1,1.8,9.0,99,82.9,0,2,0
OP0001365,DFW,2023-09-27,683,684,2,1,11.0,16.4,76.8,87.4,0,0,0
OP0001366,DFW,2023-09-28,641,646,6,1,8.2,10.9,82.4,84.3,0,2,0
OP0001367,DFW,2023-09-29,745,746,10,3,2.4,5.2,94.1,84.7,0,0,0
OP0001368,DFW,2023-09-30,796,792,5,0,7.0,9.2,89.5,93.4,0,1,0
OP0001369,DFW,2023-10-01,759,767,10,2,19.8,21.6,63.6,88.3,0,0,0
OP0001370,DFW,2023-10-02,754,757,8,0,9.6,11.3,86.6,87.4,0,0,0
OP0001371,DFW,2023-10-03,693,691,11,1,4.7,7.5,92.3,87.9,0,0,0
OP0001372,DFW,2023-10-04,735,736,13,3,6.2,8.7,86.4,85.2,0,1,0
OP0001373,DFW,2023-10-05,695,698,9,3,9.9,13.5,80.5,82.2,0,1,0
OP0001374,DFW,2023-10-06,756,763,11,1,12.4,15.5,81.2,87.8,0,2,0
OP0001375,DFW,2023-10-07,742,734,13,2,18.3,24.4,65.1,94.2,0,0,0
OP0001376,DFW,2023-10-08,803,812,7,2,6.5,8.0,83.2,90.4,0,0,0
OP0001377,DFW,2023-10-09,679,670,12,1,12.1,15.0,79.7,82.1,0,0,0
OP0001378,DFW,2023-10-10,707,701,8,1,10.9,14.4,78.4,84.9,0,1,0
OP0001379,DFW,2023-10-11,725,734,6,2,5.3,8.5,92.1,87.6,0,2,0
OP0001380,DFW,2023-10-12,692,699,8,1,3.0,7.3,96.1,86.9,0,2,0
OP0001381,DFW,2023-10-13,816,811,12,1,10.6,12.9,80.9,92.7,0,0,0
OP0001382,DFW,2023-10-14,779,770,10,2,12.6,13.7,75.2,89.7,0,2,0
OP0001383,DFW,2023-10-15,743,748,12,2,13.4,18.3,79.2,85.2,0,2,0
OP0001384,DFW,2023-10-16,666,673,14,2,20.8,24.2,59.9,86.7,0,2,0
OP0001385,DFW,2023-10-17,695,698,7,2,12.8,17.1,77.2,89.7,0,1,0
OP0001386,DFW,2023-10-18,716,723,11,2,10.5,12.1,87.3,85.7,0,2,0
OP0001387,DFW,2023-10-19,707,712,12,2,10.1,8.9,81.8,81.7,0,2,0
OP0001388,DFW,2023-10-20,739,741,8,2,14.7,20.1,73.4,93.3,0,0,0
OP0001389,DFW,2023-10-21,762,756,8,2,15.1,15.9,71.5,87.3,0,2,0
OP0001390,DFW,2023-10-22,772,765,11,2,12.5,14.5,77.2,94.1,0,1,1
OP0001391,DFW,2023-10-23,695,700,4,2,12.0,11.7,77.8,84.0,0,2,0
OP0001392,DFW,2023-10-24,680,677,11,1,5.6,12.3,88.9,86.6,0,2,0
OP0001393,DFW,2023-10-25,705,699,13,1,7.9,10.3,85.8,90.2,0,2,0
OP0001394,DFW,2023-10-26,740,750,7,2,8.3,8.9,83.3,86.3,0,2,0
OP0001395,DFW,2023-10-27,811,812,13,1,6.2,12.3,92.8,84.3,0,2,0
OP0001396,DFW,2023-10-28,807,807,14,3,15.2,18.3,73.9,89.3,0,0,0
OP0001397,DFW,2023-10-29,793,798,5,2,12.7,15.7,79.4,92.8,0,0,0
OP0001398,DFW,2023-10-30,714,713,7,1,9.2,11.1,83.8,89.6,0,0,0
OP0001399,DFW,2023-10-31,637,637,10,1,19.8,23.9,66.5,85.6,0,1,0
OP0001400,DFW,2023-11-01,743,739,13,2,10.8,14.6,77.7,89.0,0,0,0
OP0001401,DFW,2023-11-02,701,710,7,3,8.6,11.1,86.5,85.0,0,2,0
OP0001402,DFW,2023-11-03,769,764,17,2,17.9,20.0,72.3,83.8,0,1,0
OP0001403,DFW,2023-11-04,803,809,9,1,9.0,11.0,86.3,87.2,0,1,0
OP0001404,DFW,2023-11-05,757,756,13,3,14.3,16.3,71.9,82.0,0,0,0
OP0001405,DFW,2023-11-06,698,703,15,2,16.0,18.6,69.8,91.1,0,0,0
OP0001406,DFW,2023-11-07,698,690,11,2,17.1,21.8,63.7,88.3,0,0,0
OP0001407,DFW,2023-11-08,731,724,10,2,9.9,13.7,89.8,90.3,0,0,0
OP0001408,DFW,2023-11-09,759,754,4,2,9.4,13.0,92.4,88.0,0,0,0
OP0001409,DFW,2023-11-10,735,727,9,1,9.4,13.8,81.9,85.6,0,1,0
OP0001410,DFW,2023-11-11,730,720,5,2,13.9,16.0,75.6,82.8,0,2,0
OP0001411,DFW,2023-11-12,767,765,16,3,11.9,13.0,78.6,88.3,0,2,0
OP0001412,DFW,2023-11-13,688,695,6,2,17.6,19.1,64.0,89.6,0,1,1
OP0001413,DFW,2023-11-14,738,744,11,1,10.2,15.1,82.4,82.7,0,0,1
OP0001414,DFW,2023-11-15,744,748,6,2,18.3,20.6,67.6,85.2,0,1,0
OP0001415,DFW,2023-11-16,701,708,17,2,8.0,13.0,81.9,90.2,0,2,0
OP0001416,DFW,2023-11-17,766,775,14,2,18.0,18.6,71.3,87.3,0,2,0
OP0001417,DFW,2023-11-18,766,760,9,1,8.2,10.8,87.5,91.2,0,2,0
OP0001418,DFW,2023-11-19,805,802,12,1,18.8,24.3,61.7,87.0,0,0,0
OP0001419,DFW,2023-11-20,736,746,15,2,16.3,16.7,68.9,90.8,0,1,0
OP0001420,DFW,2023-11-21,686,695,12,2,25.5,27.0,55.0,84.5,0,1,1
OP0001421,DFW,2023-11-22,724,728,9,3,13.9,17.6,72.0,87.2,0,1,0
OP0001422,DFW,2023-11-23,777,774,13,1,10.6,12.2,80.2,84.2,0,2,0
OP0001423,DFW,2023-11-24,794,788,12,2,20.7,19.5,65.5,91.4,0,0,0
OP0001424,DFW,2023-11-25,782,779,6,1,11.6,15.8,75.5,83.2,0,0,0
OP0001425,DFW,2023-11-26,725,715,15,1,6.8,11.5,84.6,87.0,0,1,0
OP0001426,DFW,2023-11-27,745,739,14,2,11.1,15.9,77.8,87.8,0,1,0
OP0001427,DFW,2023-11-28,661,665,12,2,6.9,6.8,89.9,80.4,0,1,0
OP0001428,DFW,2023-11-29,707,704,14,2,14.5,15.2,78.2,84.2,0,1,0
OP0001429,DFW,2023-11-30,655,646,8,0,8.6,16.6,88.2,84.4,0,0,0
OP0001430,DFW,2023-12-01,763,766,14,2,17.5,21.0,72.8,84.6,0,5,0
OP0001431,DFW,2023-12-02,753,745,12,3,13.0,14.1,76.9,89.6,0,4,0
OP0001432,DFW,2023-12-03,773,765,14,1,21.5,22.1,59.7,82.6,1,5,0
OP0001433,DFW,2023-12-04,805,797,22,3,15.3,18.4,70.1,87.0,1,4,0
OP0001434,DFW,2023-12-05,775,783,13,2,10.2,11.5,78.9,85.7,0,4,0
OP0001435,DFW,2023-12-06,771,766,21,1,19.9,22.2,63.3,86.9,1,0,0
OP0001436,DFW,2023-12-07,767,770,23,1,11.2,18.2,84.9,86.2,1,4,0
OP0001437,DFW,2023-12-08,790,794,12,2,15.4,16.6,73.9,90.0,1,3,0
OP0001438,DFW,2023-12-09,733,739,12,1,17.6,23.5,77.1,86.2,0,0,0
OP0001439,DFW,2023-12-10,779,769,16,3,18.7,20.0,64.0,82.6,0,0,0
OP0001440,DFW,2023-12-11,803,794,22,1,13.2,19.5,82.8,82.0,1,5,0
OP0001441,DFW,2023-12-12,753,758,14,2,10.5,16.1,80.4,90.9,0,5,0
OP0001442,DFW,2023-12-13,826,836,14,2,20.8,23.6,62.0,87.0,0,5,0
OP0001443,DFW,2023-12-14,735,741,14,2,23.7,27.7,57.4,86.7,0,4,0
OP0001444,DFW,2023-12-15,791,784,11,2,17.0,18.9,66.8,86.1,0,3,0
OP0001445,DFW,2023-12-16,782,791,19,1,15.5,17.6,74.9,85.5,0,3,0
OP0001446,DFW,2023-12-17,819,821,14,2,15.2,17.8,73.0,89.5,1,3,0
OP0001447,DFW,2023-12-18,783,780,15,2,21.7,22.3,62.1,85.1,1,4,0
OP0001448,DFW,2023-12-19,755,758,17,1,16.7,17.9,74.4,90.6,0,4,0
OP0001449,DFW,2023-12-20,808,814,18,2,16.8,22.9,72.3,92.4,0,3,0
OP0001450,DFW,2023-12-21,783,790,12,3,21.3,22.7,58.8,92.0,0,4,0
OP0001451,DFW,2023-12-22,771,771,11,3,19.7,23.1,62.2,90.4,0,0,0
OP0001452,DFW,2023-12-23,794,800,13,2,23.4,26.3,55.1,86.3,0,1,0
OP0001453,DFW,2023-12-24,758,767,12,2,11.2,11.5,79.8,87.6,1,5,0
OP0001454,DFW,2023-12-25,786,794,24,3,8.1,11.2,88.2,90.6,0,1,0
OP0001455,DFW,2023-12-26,741,746,10,2,14.4,15.6,72.4,85.9,0,4,0
OP0001456,DFW,2023-12-27,753,752,13,1,18.2,22.4,67.5,84.9,0,4,0
OP0001457,DFW,2023-12-28,790,787,17,2,11.9,14.6,79.5,91.3,1,4,0
OP0001458,DFW,2023-12-29,768,763,17,2,10.3,12.9,83.5,89.3,0,1,0
OP0001459,DFW,2023-12-30,793,798,23,1,22.2,26.7,60.1,85.1,0,5,0
OP0001460,DFW,2023-12-31,769,773,16,2,17.7,20.3,73.1,89.2,1,5,0
OP0001461,DEN,2023-01-01,720,727,15,3,1.6,3.8,96.5,77.9,0,3,0
OP0001462,DEN,2023-01-02,621,616,9,1,11.9,14.7,73.7,77.8,0,5,0
OP0001463,DEN,2023-01-03,655,665,11,0,19.9,21.1,60.3,77.5,0,2,0
OP0001464,DEN,2023-01-04,621,615,13,2,24.0,27.8,52.5,83.6,1,0,0
OP0001465,DEN,2023-01-05,602,605,8,1,18.3,24.1,66.9,78.4,1,2,0
OP0001466,DEN,2023-01-06,732,729,16,1,16.4,17.6,70.0,76.7,1,4,0
OP0001467,DEN,2023-01-07,748,745,15,2,12.6,16.5,78.7,81.2,1,1,0
OP0001468,DEN,2023-01-08,727,728,16,1,26.2,28.1,51.7,78.0,0,4,0
OP0001469,DEN,2023-01-09,631,625,16,2,17.2,20.8,71.5,82.5,0,1,0
OP0001470,DEN,2023-01-10,643,633,17,1,11.6,14.0,81.1,86.4,0,3,0
OP0001471,DEN,2023-01-11,636,637,12,3,19.6,26.1,62.0,80.5,0,2,0
OP0001472,DEN,2023-01-12,686,687,11,1,18.6,18.1,72.6,78.7,0,1,0
OP0001473,DEN,2023-01-13,686,687,10,1,12.8,17.4,79.6,75.3,0,5,0
OP0001474,DEN,2023-01-14,695,695,15,2,19.9,23.8,60.0,78.4,0,3,0
OP0001475,DEN,2023-01-15,690,694,16,2,19.7,21.8,63.0,77.0,1,3,0
OP0001476,DEN,2023-01-16,644,646,9,2,13.9,17.7,74.3,77.4,0,4,0
OP0001477,DEN,2023-01-17,652,647,21,3,22.4,23.5,56.2,80.3,1,0,0
OP0001478,DEN,2023-01-18,620,627,13,1,16.3,19.2,72.5,79.5,0,1,0
OP0001479,DEN,2023-01-19,611,616,12,1,12.7,19.7,77.1,83.6,0,5,1
OP0001480,DEN,2023-01-20,693,695,6,2,19.9,23.1,64.0,84.9,1,0,0
OP0001481,DEN,2023-01-21,758,761,19,2,8.0,12.0,85.2,78.2,0,1,0
OP0001482,DEN,2023-01-22,694,699,20,2,20.1,29.0,65.1,78.1,0,0,0
OP0001483,DEN,2023-01-23,595,588,14,1,17.3,20.5,70.5,76.5,1,5,0
OP0001484,DEN,2023-01-24,625,615,10,2,10.8,12.2,82.6,81.6,0,4,0
OP0001485,DEN,2023-01-25,611,621,9,1,11.2,17.8,78.8,77.6,0,4,0
OP0001486,DEN,2023-01-26,610,617,10,1,28.4,32.8,51.5,79.1,0,5,0
OP0001487,DEN,2023-01-27,649,643,11,2,14.7,19.7,73.4,77.1,1,4,0
OP0001488,DEN,2023-01-28,691,682,13,1,22.0,27.5,62.0,80.9,0,0,0
OP0001489,DEN,2023-01-29,743,738,9,3,21.8,24.1,61.2,78.9,0,5,0
OP0001490,DEN,2023-01-30,676,672,14,2,8.1,12.7,84.1,83.0,0,4,0
OP0001491,DEN,2023-01-31,664,660,14,1,10.1,13.2,78.5,77.2,0,4,0
OP0001492,DEN,2023-02-01,604,599,11,2,17.5,23.4,65.8,81.5,1,1,1
OP0001493,DEN,2023-02-02,641,631,8,2,17.1,20.3,70.3,81.9,0,0,0
OP0001494,DEN,2023-02-03,665,665,9,3,15.4,19.2,73.7,78.5,0,3,0
OP0001495,DEN,2023-02-04,776,785,17,2,20.1,18.9,62.8,79.7,0,5,0
OP0001496,DEN,2023-02-05,725,727,14,3,13.1,18.8,74.8,79.7,0,5,0
OP0001497,DEN,2023-02-06,681,689,15,1,18.8,22.6,66.6,80.3,1,3,0
OP0001498,DEN,2023-02-07,593,583,13,1,24.7,27.3,51.7,74.6,0,0,0
OP0001499,DEN,2023-02-08,746,745,22,1,21.2,25.2,59.2,81.8,0,3,0
OP0001500,DEN,2023-02-09,653,644,10,2,10.3,13.5,83.4,78.6,1,5,0
OP0001501,DEN,2023-02-10,704,714,13,2,13.1,18.0,75.1,81.7,0,1,0
OP0001502,DEN,2023-02-11,657,666,15,2,18.3,18.3,69.5,78.2,0,1,0
OP0001503,DEN,2023-02-12,696,702,10,2,23.4,25.9,60.3,80.5,0,4,1
OP0001504,DEN,2023-02-13,608,601,13,0,20.0,25.4,65.4,77.9,0,5,0
OP0001505,DEN,2023-02-14,642,634,10,0,17.4,24.2,68.1,78.0,0,0,0
OP0001506,DEN,2023-02-15,591,585,7,1,16.8,21.8,67.3,83.6,0,1,0
OP0001507,DEN,2023-02-16,627,635,7,1,10.9,12.0,78.1,77.3,0,2,0
OP0001508,DEN,2023-02-17,729,734,14,4,22.0,23.4,64.5,83.0,0,1,0
OP0001509,DEN,2023-02-18,725,728,13,2,10.9,15.5,83.7,75.8,1,4,0
OP0001510,DEN,2023-02-19,724,727,15,3,9.2,11.6,84.5,78.7,1,0,0
OP0001511,DEN,2023-02-20,666,676,11,1,14.2,17.7,75.8,82.6,0,3,0
OP0001512,DEN,2023-02-21,623,624,14,2,15.1,15.3,69.1,81.7,0,4,0
OP0001513,DEN,2023-02-22,628,625,16,1,21.5,24.5,63.7,76.2,0,5,0
OP0001514,DEN,2023-02-23,676,676,11,1,15.5,19.4,75.5,81.1,0,3,0
OP0001515,DEN,2023-02-24,727,724,9,1,22.5,26.5,60.7,84.0,1,4,0
OP0001516,DEN,2023-02-25,684,674,9,1,16.0,22.5,76.3,83.6,0,3,0
OP0001517,DEN,2023-02-26,718,715,15,0,18.5,22.6,69.0,76.1,0,3,0
OP0001518,DEN,2023-02-27,619,626,12,0,18.6,19.8,67.4,80.0,0,3,0
OP0001519,DEN,2023-02-28,635,629,13,1,12.2,15.4,75.9,76.7,0,5,0
OP0001520,DEN,2023-03-01,642,644,13,1,6.3,4.5,91.2,79.4,0,1,0
OP0001521,DEN,2023-03-02,629,626,8,2,4.4,6.7,93.6,79.2,0,2,0
OP0001522,DEN,2023-03-03,743,746,11,1,6.9,11.1,88.4,79.9,0,1,0
OP0001523,DEN,2023-03-04,732,729,14,1,15.2,20.8,70.2,74.2,0,0,0
OP0001524,DEN,2023-03-05,689,684,13,2,12.2,13.9,77.4,77.2,0,2,0
OP0001525,DEN,2023-03-06,649,655,7,1,10.1,14.0,80.2,81.9,0,1,0
OP0001526,DEN,2023-03-07,645,638,7,2,20.8,22.7,62.7,79.6,0,0,0
OP0001527,DEN,2023-03-08,668,674,11,2,4.9,7.1,96.1,79.9,0,0,0
OP0001528,DEN,2023-03-09,656,649,12,2,6.8,9.7,92.0,86.2,0,0,0
OP0001529,DEN,2023-03-10,764,755,15,1,15.3,17.8,74.5,76.7,0,0,0
OP0001530,DEN,2023-03-11,638,636,18,1,12.8,18.6,78.3,78.1,0,1,0
OP0001531,DEN,2023-03-12,745,742,15,0,13.4,18.9,78.5,78.1,0,1,0
OP0001532,DEN,2023-03-13,628,635,14,1,15.2,19.6,71.5,82.2,0,0,0
OP0001533,DEN,2023-03-14,666,666,9,2,6.0,10.5,89.5,84.0,0,0,0
OP0001534,DEN,2023-03-15,672,663,9,1,7.5,13.8,90.1,80.5,0,2,0
OP0001535,DEN,2023-03-16,602,608,5,1,5.9,7.6,90.5,76.2,0,1,1
OP0001536,DEN,2023-03-17,707,717,7,2,21.1,20.0,62.1,80.6,0,0,0
OP0001537,DEN,2023-03-18,665,660,8,1,18.8,18.9,63.6,79.1,0,1,0
OP0001538,DEN,2023-03-19,670,673,17,2,14.5,14.8,72.1,79.7,0,2,0
OP0001539,DEN,2023-03-20,608,617,13,0,11.6,14.6,81.4,79.5,0,1,0
OP0001540,DEN,2023-03-21,656,655,14,0,0.2,5.0,99,81.2,0,0,0
OP0001541,DEN,2023-03-22,623,623,9,2,16.9,19.2,72.7,79.9,0,1,0
OP0001542,DEN,2023-03-23,641,631,10,1,15.0,18.5,66.3,76.7,0,0,1
OP0001543,DEN,2023-03-24,723,716,15,1,5.1,6.5,91.1,76.6,0,1,0
OP0001544,DEN,2023-03-25,702,711,5,2,10.3,15.1,74.6,88.7,0,1,0
OP0001545,DEN,2023-03-26,631,638,12,2,15.0,13.3,75.4,83.8,0,2,0
OP0001546,DEN,2023-03-27,578,587,9,2,0.9,2.0,91.4,78.8,0,1,0
OP0001547,DEN,2023-03-28,657,667,12,2,23.3,25.6,57.1,81.3,0,1,0
OP0001548,DEN,2023-03-29,616,613,8,1,20.2,21.9,63.3,76.7,0,1,0
OP0001549,DEN,2023-03-30,618,618,9,2,10.6,11.9,79.7,84.0,0,1,0
OP0001550,DEN,2023-03-31,717,713,12,1,19.5,23.1,61.6,77.5,0,1,0
OP0001551,DEN,2023-04-01,740,749,9,1,5.6,7.7,89.8,84.6,0,2,0
OP0001552,DEN,2023-04-02,715,715,5,3,18.8,26.2,59.7,78.7,0,0,0
OP0001553,DEN,2023-04-03,705,715,15,1,21.0,24.7,64.0,79.4,0,0,1
OP0001554,DEN,2023-04-04,620,618,9,2,15.6,16.4,72.7,79.3,0,0,0
OP0001555,DEN,2023-04-05,633,643,6,2,7.3,11.3,85.8,76.2,0,0,0
OP0001556,DEN,2023-04-06,591,595,15,1,8.1,10.9,86.1,84.6,0,0,0
OP0001557,DEN,2023-04-07,707,700,11,2,8.2,9.4,89.4,81.2,0,2,0
OP0001558,DEN,2023-04-08,722,717,9,2,11.3,20.0,84.1,79.2,0,1,0
OP0001559,DEN,2023-04-09,678,674,8,3,8.1,5.6,85.4,79.1,0,1,0
OP0001560,DEN,2023-04-10,614,614,13,1,7.6,8.4,83.5,76.0,0,2,0
OP0001561,DEN,2023-04-11,681,691,14,2,11.4,15.1,80.4,79.8,0,2,0
OP0001562,DEN,2023-04-12,667,660,14,1,16.2,17.6,73.0,79.1,0,2,0
OP0001563,DEN,2023-04-13,666,659,8,1,7.7,6.7,86.7,77.0,0,1,0
OP0001564,DEN,2023-04-14,695,697,16,1,11.1,11.5,85.6,80.9,0,0,0
OP0001565,DEN,2023-04-15,705,704,7,2,19.1,21.8,67.4,79.9,0,1,0
OP0001566,DEN,2023-04-16,704,709,10,1,15.1,19.1,71.1,85.6,0,1,0
OP0001567,DEN,2023-04-17,594,598,7,1,10.4,10.4,81.0,78.6,0,1,0
OP0001568,DEN,2023-04-18,622,618,15,1,6.2,6.1,86.3,85.0,0,1,0
OP0001569,DEN,2023-04-19,650,651,8,1,15.4,17.6,69.3,80.3,0,2,0
OP0001570,DEN,2023-04-20,607,605,4,2,12.0,16.0,79.7,69.6,0,1,0
OP0001571,DEN,2023-04-21,685,680,7,2,20.4,26.7,64.8,77.2,0,0,0
OP0001572,DEN,2023-04-22,673,664,7,2,18.4,19.2,64.0,76.8,0,1,0
OP0001573,DEN,2023-04-23,709,702,1,1,14.1,14.9,74.2,82.2,0,2,0
OP0001574,DEN,2023-04-24,661,670,7,2,6.2,11.7,90.0,81.3,0,1,0
OP0001575,DEN,2023-04-25,698,706,12,2,15.2,14.6,74.7,78.3,0,0,0
OP0001576,DEN,2023-04-26,653,648,9,2,8.6,12.6,86.8,84.6,0,1,0
OP0001577,DEN,2023-04-27,634,641,12,1,13.9,18.2,72.6,78.2,0,2,0
OP0001578,DEN,2023-04-28,715,724,13,2,15.7,17.0,73.3,78.0,0,2,0
OP0001579,DEN,2023-04-29,707,699,8,2,20.5,24.3,61.7,76.3,0,2,0
OP0001580,DEN,2023-04-30,728,725,9,2,12.1,16.7,76.3,82.4,0,1,0
OP0001581,DEN,2023-05-01,584,585,7,2,4.9,6.9,92.2,80.9,0,2,0
OP0001582,DEN,2023-05-02,641,648,4,1,17.1,19.9,69.2,73.9,0,2,0
OP0001583,DEN,2023-05-03,635,641,6,2,4.2,8.4,93.8,81.2,0,0,0
OP0001584,DEN,2023-05-04,643,645,8,1,11.4,16.1,77.9,85.5,0,1,0
OP0001585,DEN,2023-05-05,747,744,11,3,9.4,14.6,82.3,77.0,0,1,0
OP0001586,DEN,2023-05-06,720,711,12,2,12.9,19.7,78.1,74.5,0,1,1
OP0001587,DEN,2023-05-07,733,737,7,2,12.1,17.2,85.0,76.0,0,0,0
OP0001588,DEN,2023-05-08,581,583,8,2,7.4,8.7,82.8,81.7,0,1,0
OP0001589,DEN,2023-05-09,640,646,7,1,7.6,10.2,88.4,74.0,0,2,0
OP0001590,DEN,2023-05-10,588,581,7,2,13.3,15.7,77.3,77.5,0,1,0
OP0001591,DEN,2023-05-11,644,644,6,2,9.9,13.9,91.6,84.7,0,0,0
OP0001592,DEN,2023-05-12,660,657,12,2,14.1,15.9,72.1,78.9,0,2,0
OP0001593,DEN,2023-05-13,701,699,12,3,7.9,10.6,88.5,78.5,0,0,0
OP0001594,DEN,2023-05-14,693,694,9,2,6.6,11.9,93.5,80.4,0,2,0
OP0001595,DEN,2023-05-15,631,624,6,1,1.6,7.1,95.7,83.6,0,1,0
OP0001596,DEN,2023-05-16,647,655,8,1,8.5,12.6,78.5,80.3,0,1,0
OP0001597,DEN,2023-05-17,603,611,10,0,13.3,14.2,79.2,76.1,0,0,0
OP0001598,DEN,2023-05-18,588,597,7,1,15.3,19.6,72.0,81.5,0,1,0
OP0001599,DEN,2023-05-19,662,661,9,3,13.7,18.4,74.0,84.8,0,1,0
OP0001600,DEN,2023-05-20,693,698,13,1,3.8,7.7,86.3,80.4,0,1,0
OP0001601,DEN,2023-05-21,722,727,11,1,10.4,14.9,81.8,80.4,0,1,0
